,ID,Language,Subscription_Type,Subscription_Event_Type,Purchase_Store,Purchase_Amount,Currency,USD_Price,Subscription_Start_Date,Subscription_Expiration,Demo_User,Free_Trial_User,Auto_Renew,Country,User_Type,Lead_Platform,Email_Subscriber,Push_Notifications,Send_Count,Open_Count,Click_Count,Unique_Open_Count,Unique_Click_Count
0,2,EBR,Limited,INITIAL_PURCHASE,Web,39,USD,39,11/28/19,2/28/20,No,No,Off,Other,Consumer,Web,No,Yes,4,3,0,1,0
1,3,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/31/18,12/31/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
2,6,ESP,Limited,INITIAL_PURCHASE,Web,38.34,USD,38.34,8/23/19,11/23/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,162,1,0,1,0
3,7,ESP,Limited,RENEWAL,Web,79,USD,79,7/21/19,11/11/19,Yes,No,Off,Other,Consumer,App,Yes,Yes,2,0,0,0,0
4,8,DEU,Limited,INITIAL_PURCHASE,Web,38.4,USD,38.4,3/7/20,6/7/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,25,17,4,7,2
5,9,DEU,Limited,INITIAL_PURCHASE,Web,43.16,USD,43.16,3/3/20,6/8/20,No,Yes,On,Europe,Consumer,Web,No,Yes,52,11,0,5,0
6,12,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,10/17/19,1/21/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,94,0,0,0,0
7,13,GLE,Limited,RENEWAL,Web,10.83,GBP,13.6458,3/17/19,5/17/20,No,No,On,Europe,Consumer,Web,No,Yes,70,70,0,2,0
8,14,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,143.76,3/25/20,3/25/22,No,No,On,US/Canada,Consumer,Web,Yes,Yes,174,37,6,28,2
9,17,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/25/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,8,6,3,2,1
10,18,SVE,Limited,INITIAL_PURCHASE,Web,79.5,GBP,100.17,5/1/19,11/15/20,No,No,On,Europe,Consumer,Web,Yes,Yes,2,1,0,1,0
11,22,ENG,Limited,INITIAL_PURCHASE,Web,39.5,USD,39.5,12/24/19,3/24/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,2,0,1,0
12,23,ESP,Lifetime,INITIAL_PURCHASE,Web,0,USD,0,3/26/19,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
13,24,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/2/19,2/2/20,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,2,0,1,0
14,29,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,9/21/19,12/21/19,Yes,No,Off,Other,Consumer,Web,Yes,Yes,316,243,4,120,1
15,31,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/21/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,23,7,5,3,2
16,38,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,3/3/19,3/3/20,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,2,2,1,1
17,40,ITA,Limited,RENEWAL,Web,35.97,USD,35.97,10/1/19,7/1/20,No,No,On,Other,Other,Unknown,No,No,3,1,0,1,0
18,42,ESP,Limited,INITIAL_PURCHASE,Web,38.89,USD,38.89,1/27/20,4/30/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,19,11,4,7,2
19,43,RUS,Limited,INITIAL_PURCHASE,Web,39,USD,39,8/22/19,11/25/19,No,Yes,Off,Europe,Consumer,Web,No,Yes,79,56,1,38,1
20,51,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/12/18,6/12/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
21,52,DEU,Limited,RENEWAL,Web,40.83,GBP,51.4458,12/19/19,6/19/20,No,No,On,Europe,Consumer,Web,No,Yes,6,6,0,2,0
22,60,ESC,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,2/7/19,5/29/20,No,No,On,Other,Other,Unknown,No,No,10,1,0,1,0
23,61,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/7/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,1,0,1,0
24,65,ENG,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,8/24/19,2/24/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,38,3,0,3,0
25,69,ESC,Limited,RENEWAL,Web,49,GBP,61.74,9/11/19,6/11/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0
26,70,FRA,Limited,INITIAL_PURCHASE,Web,39.2,EUR,41.16,2/26/20,5/26/20,Yes,No,Off,Europe,Consumer,App,No,Yes,4,0,0,0,0
27,71,ESP,Limited,INITIAL_PURCHASE,Web,34.64,USD,34.64,12/3/19,3/3/20,No,No,Off,Other,Other,Unknown,No,No,10,0,0,0,0
28,76,ARA,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/9/18,1/9/21,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,2,1,2,1
29,79,FRA,Limited,INITIAL_PURCHASE,Web,119,USD,119,9/4/19,3/7/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0
30,80,POL,Limited,INITIAL_PURCHASE,Web,49.5,EUR,51.975,3/17/20,6/17/20,No,No,On,Europe,Consumer,Web,Yes,Yes,56,9,0,7,0
31,84,RUS,Limited,INITIAL_PURCHASE,Web,143.76,USD,143.76,9/27/19,12/30/19,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
32,94,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,5/17/19,8/17/19,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
33,95,POL,Limited,RENEWAL,App,29.99,GBP,37.7874,7/5/19,7/5/20,Yes,No,On,Europe,Consumer,App,Yes,Yes,5,0,0,0,0
34,98,FRA,Limited,RENEWAL,Web,35.97,USD,35.97,9/22/19,6/22/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0
35,100,ALL,Lifetime,INITIAL_PURCHASE,Web,110,GBP,138.6,2/11/20,1/1/99,No,No,Off,Europe,Consumer,Web,No,Yes,2,1,0,1,0
36,101,FAR,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,3/7/20,6/7/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0
37,103,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,2/23/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,7,1,0,1,0
38,104,DEU,Limited,INITIAL_PURCHASE,App,48.99,EUR,51.4395,3/23/20,6/23/20,Yes,No,On,Europe,Consumer,App,No,Yes,3,2,0,1,0
39,105,FRA,Limited,RENEWAL,Web,35.97,USD,35.97,10/18/19,7/21/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,6,4,0,2,0
40,106,ENG,Limited,RENEWAL,Web,79,USD,79,7/14/19,2/8/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,274,243,7,74,1
41,107,FRA,Limited,RENEWAL,App,49.99,USD,49.99,3/14/19,7/12/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,32,14,0,10,0
42,108,KOR,Limited,INITIAL_PURCHASE,Web,0,EUR,0,2/17/19,2/17/21,Yes,No,Off,Europe,Consumer,App,Yes,Yes,42,12,0,6,0
43,114,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/5/20,1/1/99,No,Yes,Off,Other,Consumer,Web,No,Yes,5,5,0,1,0
44,115,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/11/18,10/11/19,No,No,Off,US/Canada,Consumer,Web,No,Yes,54,1,1,1,1
45,119,ARA,Limited,INITIAL_PURCHASE,Web,44.5,EUR,46.725,12/12/19,6/16/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,12,12,12,2,2
46,120,TUR,Limited,INITIAL_PURCHASE,Web,70.29,USD,70.29,10/19/18,10/31/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
47,121,ITA,Limited,INITIAL_PURCHASE,App,69.99,USD,69.99,11/29/19,5/29/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
48,123,ALL,Lifetime,INITIAL_PURCHASE,Web,216.11,USD,216.11,3/13/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,19,13,5,4,1
49,125,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,10/25/19,1/24/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,99,2,1,2,1
50,126,ALL,Lifetime,INITIAL_PURCHASE,Web,218.9,USD,218.9,2/26/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,10,1,0,1,0
51,129,DEU,Limited,INITIAL_PURCHASE,Web,62.3,EUR,65.415,3/24/20,9/30/20,No,Yes,On,Europe,Consumer,Web,No,Yes,13,7,5,3,2
52,135,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/27/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,13,1,0,1,0
53,137,ITA,Limited,INITIAL_PURCHASE,Web,53.4,EUR,56.07,10/30/19,4/30/20,Yes,No,On,Europe,Consumer,App,No,Yes,4,4,0,1,0
54,141,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/25/18,2/25/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,9,9,0,2,0
55,144,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/16/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,57,8,8,2,2
56,147,ALL,Limited,INITIAL_PURCHASE,Web,239,EUR,250.95,3/22/20,3/22/22,No,Yes,On,Europe,Consumer,Web,Yes,Yes,13,1,1,1,1
57,150,JPN,Limited,RENEWAL,Web,79,USD,79,7/20/19,4/20/20,Yes,No,Off,US/Canada,Consumer,App,No,Yes,10,9,4,2,1
58,152,NED,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/11/18,3/11/20,Yes,No,Off,Europe,Consumer,Web,Yes,Yes,34,13,4,6,1
59,153,ENG,Limited,INITIAL_PURCHASE,Web,39,USD,39,8/26/19,11/29/19,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,78,0,0,0,0
60,154,FRA,Limited,INITIAL_PURCHASE,Web,38.13,USD,38.13,9/19/19,12/19/19,No,No,Off,Other,Other,Unknown,No,No,51,2,0,2,0
61,156,CHI,Limited,INITIAL_PURCHASE,Web,24.5,EUR,25.725,3/20/20,6/24/20,No,Yes,On,Europe,Consumer,Web,Yes,Yes,27,21,20,3,2
62,157,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,4/28/19,3/11/21,No,Yes,Off,Other,Consumer,Web,Yes,Yes,7,5,0,2,0
63,158,DEU,Limited,INITIAL_PURCHASE,App,69.99,USD,69.99,12/1/18,6/3/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,3,0,1,0
64,164,FRA,Lifetime,INITIAL_PURCHASE,Web,0,USD,0,1/4/19,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
65,167,JPN,Limited,INITIAL_PURCHASE,Web,8.72,EUR,9.156,3/28/19,3/28/21,No,No,Off,Europe,Consumer,Web,No,Yes,21,21,4,3,1
66,169,DEU,Limited,INITIAL_PURCHASE,App,54.99,USD,54.99,2/10/20,5/13/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
67,171,ESC,Limited,RENEWAL,Web,10.83,GBP,13.6458,1/16/19,5/17/20,No,No,On,Europe,Consumer,Web,Yes,Yes,9,8,8,2,2
68,172,ESP,Limited,RENEWAL,Web,79,USD,79,4/13/19,1/13/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,141,5,1,5,1
69,173,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/23/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,53,8,0,4,0
70,175,ALL,Lifetime,INITIAL_PURCHASE,Web,212.43,USD,212.43,3/3/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,7,2,0,1,0
71,180,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,7/11/19,7/14/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,8,5,0,1,0
72,181,ITA,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,3/29/20,6/29/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
73,182,ESP,Limited,INITIAL_PURCHASE,App,49.99,USD,49.99,1/25/20,4/29/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,12,0,0,0,0
74,183,NED,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,1/16/20,4/19/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,28,24,17,7,3
75,184,ENG,Limited,INITIAL_PURCHASE,Web,108,EUR,113.4,3/23/20,9/23/20,No,No,On,Europe,Consumer,Web,Yes,Yes,9,9,0,4,0
76,186,ESP,Limited,INITIAL_PURCHASE,Web,120,EUR,126,8/29/19,8/29/21,Yes,No,Off,Europe,Consumer,Web,No,Yes,60,60,60,1,1
77,187,ALL,Limited,INITIAL_PURCHASE,Web,99,USD,99,3/15/20,3/15/21,No,Yes,On,US/Canada,Consumer,Web,No,Yes,2,2,0,1,0
78,190,DEU,Limited,RENEWAL,Web,119,USD,119,10/21/18,4/21/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,1,0,1,0
79,191,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,6/5/19,12/5/19,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,215,141,0,129,0
80,194,ESP,Limited,INITIAL_PURCHASE,Web,38.81,USD,38.81,8/16/19,11/16/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,150,1,0,1,0
81,195,DEU,Limited,RENEWAL,Web,83.19,EUR,87.3495,1/12/20,7/12/20,No,No,On,Other,Other,Unknown,No,No,3,2,0,1,0
82,199,GRK,Limited,INITIAL_PURCHASE,Web,0,USD,0,4/6/19,10/6/19,Yes,No,Off,US/Canada,Consumer,App,No,Yes,5,5,0,3,0
83,200,FRA,Limited,INITIAL_PURCHASE,Web,38.25,USD,38.25,1/28/20,4/28/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,43,3,0,2,0
84,205,ENG,Limited,RENEWAL,Web,119,USD,119,8/7/19,8/7/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0
85,212,ESP,Limited,INITIAL_PURCHASE,App,54.99,USD,54.99,1/29/20,5/1/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0
86,213,ESP,Lifetime,INITIAL_PURCHASE,Web,195.56,USD,195.56,12/6/19,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
87,219,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,2/9/20,5/9/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,12,1,0,1,0
88,222,ESP,Limited,INITIAL_PURCHASE,App,69.99,USD,69.99,12/12/19,6/12/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
89,224,POR,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,2/28/20,6/14/20,No,Yes,Off,Other,Consumer,Web,No,Yes,11,3,0,1,0
90,225,ESC,Limited,INITIAL_PURCHASE,Web,8.29,GBP,10.4454,5/21/19,5/21/21,No,Yes,On,Europe,Consumer,App,Yes,Yes,2,0,0,0,0
91,226,ESP,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,2/27/20,5/28/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0
92,232,CHI,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,11/24/18,4/12/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,4,0,2,0
93,234,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,1/15/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0
94,236,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,39,7/23/19,10/26/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,181,7,0,6,0
95,239,RUS,Limited,INITIAL_PURCHASE,Web,59,EUR,61.95,1/15/20,7/15/20,Yes,No,On,Europe,Consumer,App,No,Yes,2,2,0,1,0
96,240,RUS,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/25/18,12/25/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,38,0,0,0,0
97,241,NED,Limited,INITIAL_PURCHASE,Web,38.13,USD,38.13,11/20/19,2/20/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,63,3,3,1,1
98,243,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/20/20,1/1/99,No,No,Off,Other,Consumer,Web,No,Yes,69,15,5,12,4
99,245,KOR,Limited,INITIAL_PURCHASE,Web,39,EUR,40.95,3/3/20,6/7/20,No,Yes,On,Europe,Consumer,Web,No,Yes,3,0,0,0,0
100,246,ALL,Limited,INITIAL_PURCHASE,Web,116.01,USD,116.01,3/15/20,3/15/21,No,Yes,On,Europe,Consumer,Web,No,Yes,12,12,10,2,1
101,248,ENG,Limited,RENEWAL,Web,35.97,USD,35.97,8/24/19,5/27/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,2,0
102,249,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,3/4/19,3/4/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
103,251,JPN,Limited,INITIAL_PURCHASE,Web,41.46,USD,41.46,1/9/20,4/9/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,14,1,1,1,1
104,254,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/12/18,6/12/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,48,0,0,0,0
105,257,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/23/18,11/23/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,6,4,4,2
106,258,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/4/20,1/1/99,Yes,No,Off,Other,Consumer,Web,No,Yes,12,12,2,6,1
107,259,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/2/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,29,10,6,4,2
108,262,DEU,Limited,RENEWAL,App,49.99,USD,49.99,10/5/19,7/8/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
109,266,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,2/23/20,1/1/99,Yes,No,Off,US/Canada,Other,App,Yes,Yes,7,0,0,0,0
110,268,RUS,Lifetime,INITIAL_PURCHASE,Web,198,GBP,249.48,11/29/19,1/1/99,Yes,No,Off,Europe,Consumer,App,No,Yes,4,4,4,1,1
111,272,ESC,Limited,INITIAL_PURCHASE,Web,39.2,GBP,49.392,1/24/20,4/24/20,No,No,On,Europe,Consumer,Web,No,Yes,47,35,32,2,1
112,275,ENG,Limited,RENEWAL,Web,35.97,USD,35.97,1/10/20,7/10/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0
113,278,ESP,Limited,INITIAL_PURCHASE,Web,207.9,USD,207.9,12/3/19,12/3/20,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,20,17,9,5,1
114,279,DEU,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,11/16/19,12/16/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,5,3,0,2,0
115,281,EBR,Lifetime,INITIAL_PURCHASE,Web,149,EUR,156.45,9/26/19,1/1/99,Yes,No,Off,Europe,Consumer,App,No,Yes,1,1,1,1,1
116,282,ESP,Limited,RENEWAL,App,54.99,USD,54.99,10/11/19,7/14/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
117,283,ITA,Limited,INITIAL_PURCHASE,Web,69.5,USD,69.5,12/10/19,6/18/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,131,0,0,0,0
118,284,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,6/11/19,12/11/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,41,2,0,2,0
119,285,ESC,Limited,INITIAL_PURCHASE,Web,39,GBP,49.14,11/23/19,6/1/20,No,Yes,Off,Other,Consumer,Web,No,Yes,3,3,2,2,1
120,286,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,3/1/19,6/1/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,2,0
121,288,POL,Limited,INITIAL_PURCHASE,Web,19.6,EUR,20.58,11/24/19,2/24/20,Yes,No,Off,Europe,Consumer,Web,No,Yes,8,2,1,2,1
122,292,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/8/20,6/8/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0
123,293,FRA,Lifetime,INITIAL_PURCHASE,Web,0,GBP,0,5/19/19,1/1/99,No,No,Off,Europe,Consumer,Web,Yes,Yes,2,0,0,0,0
124,294,JPN,Limited,RENEWAL,App,29.99,USD,29.99,4/18/19,7/18/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
125,295,EBR,Limited,INITIAL_PURCHASE,Web,13.94,EUR,14.637,4/25/19,4/25/21,No,No,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0
126,297,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/20/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,109,15,1,10,1
127,302,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,39,8/11/19,3/7/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0
128,304,RUS,Limited,RENEWAL,Web,79,USD,79,10/6/19,4/6/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,182,33,0,3,0
129,305,ESC,Limited,INITIAL_PURCHASE,Web,0,EUR,0,1/2/19,1/2/20,No,No,Off,Europe,Consumer,Web,Yes,Yes,79,0,0,0,0
130,308,FRA,Limited,RENEWAL,Web,119,USD,119,2/4/19,8/4/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0
131,310,ESC,Lifetime,INITIAL_PURCHASE,Web,199,GBP,250.74,9/28/19,1/1/99,No,No,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0
132,312,FRA,Limited,INITIAL_PURCHASE,Web,53.4,EUR,56.07,11/16/19,5/16/20,Yes,No,Off,Europe,Consumer,Web,Yes,Yes,37,3,0,1,0
133,315,DEU,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/10/19,4/10/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,194,15,0,14,0
134,320,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,5/24/19,11/28/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,2,0,1,0
135,326,ESP,Limited,RENEWAL,Web,119,USD,119,8/6/19,8/6/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,1,0,1,0
136,331,FRA,Limited,INITIAL_PURCHASE,Web,108,EUR,113.4,2/1/20,8/4/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,6,2,0,2,0
137,334,HEB,Limited,RENEWAL,Web,19.99,USD,19.99,9/27/19,4/27/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
138,335,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,9/8/19,3/8/20,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,28,6,5,2,1
139,336,EBR,Limited,INITIAL_PURCHASE,Web,69.3,EUR,72.765,3/16/20,6/16/20,No,No,On,Europe,Consumer,Web,Yes,Yes,5,5,5,1,1
140,337,TGL,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/22/18,10/22/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,4,0,2,0
141,338,ESP,Limited,RENEWAL,Web,79,USD,79,2/4/19,5/4/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,14,13,0,3,0
142,343,SVE,Limited,RENEWAL,Web,6.67,GBP,8.4042,10/21/18,4/23/20,No,No,On,Europe,Consumer,Web,Yes,Yes,41,41,23,2,1
143,345,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,1/27/20,4/30/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,30,28,0,9,0
144,347,EBR,Limited,RENEWAL,App,65,CHF,66.95,4/14/19,10/14/20,Yes,No,On,Europe,Consumer,App,Yes,Yes,2,2,0,1,0
145,348,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,143.76,3/23/20,3/23/22,No,No,On,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0
146,352,ITA,Limited,INITIAL_PURCHASE,Web,94.5,EUR,99.225,7/31/19,8/7/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,13,12,3,7,2
147,353,CHI,Lifetime,INITIAL_PURCHASE,Web,52.55,USD,52.55,12/24/18,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,1,0,1,0
148,354,ESC,Limited,INITIAL_PURCHASE,Web,49,EUR,51.45,9/28/19,3/28/20,Yes,No,Off,Europe,Consumer,Web,No,Yes,2,2,0,2,0
149,355,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,1/8/20,7/8/20,Yes,No,On,US/Canada,Consumer,Web,No,Yes,17,11,3,5,2
150,357,ESP,Limited,INITIAL_PURCHASE,Web,42.46,USD,42.46,9/24/19,3/27/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,7,1,0,1,0
151,360,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/16/19,1/16/21,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
152,361,POL,Limited,INITIAL_PURCHASE,Web,42,EUR,44.1,11/29/19,4/3/20,No,No,Off,Europe,Consumer,Web,No,Yes,13,13,0,2,0
153,362,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,8/26/19,5/29/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,6,5,0,2,0
154,364,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,11/30/19,5/29/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,4,0,3,0
155,365,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,2/15/19,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,15,9,9,2,2
156,375,POR,Limited,RENEWAL,Web,35.97,USD,35.97,9/24/19,6/24/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,10,9,6,3,1
157,376,ENG,Limited,RENEWAL,Web,35.97,USD,35.97,12/15/19,6/15/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0
158,378,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/24/20,6/30/20,No,Yes,On,US/Canada,Consumer,Web,No,Yes,2,2,0,1,0
