,ID,Language,Subscription_Type,Subscription_Event_Type,Purchase_Store,Purchase_Amount,Currency,USD_Price,Subscription_Start_Date,Subscription_Expiration,Demo_User,Free_Trial_User,Auto_Renew,Country,User_Type,Lead_Platform,Email_Subscriber,Push_Notifications,Send_Count,Open_Count,Click_Count,Unique_Open_Count,Unique_Click_Count
6926,15694,ESP,Limited,RENEWAL,Web,79,USD,79,1/24/19,4/24/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
6927,15696,EBR,Limited,INITIAL_PURCHASE,Web,11.04,GBP,13.9104,2/18/19,2/18/20,No,No,Off,Europe,Consumer,Web,No,Yes,4,3,2,2,1
6928,15697,DEU,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/4/19,2/4/20,No,No,Off,US/Canada,Consumer,Web,No,Yes,4,3,2,2,1
6929,15698,DEU,Limited,RENEWAL,Web,119,USD,119,3/23/19,9/23/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0
6930,15699,ITA,Limited,RENEWAL,Web,79,USD,79,1/11/19,10/11/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,181,9,0,9,0
6931,15700,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/24/18,12/24/19,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,151,0,0,0,0
6932,15706,RUS,Limited,RENEWAL,App,69.99,USD,69.99,7/10/19,7/10/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
6933,15707,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,210.94,3/28/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,24,4,1,3,1
6934,15709,ITA,Lifetime,INITIAL_PURCHASE,Web,378,USD,378,8/25/19,1/1/99,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,7,4,1,2,1
6935,15711,ITA,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,11/29/19,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
6936,15712,EBR,Limited,INITIAL_PURCHASE,Web,72,EUR,75.6,10/21/19,7/27/20,No,No,Off,Other,Other,Unknown,No,No,19,19,0,2,0
6937,15713,ESP,Limited,INITIAL_PURCHASE,Web,32.69,USD,32.69,8/22/19,11/22/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
6938,15716,ESC,Limited,RENEWAL,Web,79,USD,79,1/26/19,4/26/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
6939,15718,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/25/19,2/25/20,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0
6940,15722,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/24/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,125,23,1,15,1
6941,15723,RUS,Limited,INITIAL_PURCHASE,Web,49,GBP,61.74,3/21/20,7/7/20,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,13,11,5,4,2
6942,15725,CHI,Limited,RENEWAL,Web,119,USD,119,3/10/19,9/10/20,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0
6943,15726,ESP,Limited,RENEWAL,Web,119,USD,119,7/17/19,7/17/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,5,3,0,1,0
6944,15729,HEB,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/28/18,11/28/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,184,11,0,10,0
6945,15731,ESC,Limited,INITIAL_PURCHASE,Web,39.2,EUR,41.16,2/18/20,5/18/20,Yes,No,Off,Europe,Consumer,App,No,Yes,1,0,0,0,0
6946,15733,POR,Lifetime,INITIAL_PURCHASE,Web,396,USD,396,1/22/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,34,8,0,6,0
6947,15734,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,212.13,3/25/20,1/1/99,No,No,On,US/Canada,Consumer,Web,Yes,Yes,11,1,0,1,0
6948,15736,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/26/18,1/26/19,Yes,No,Off,Other,Consumer,Web,No,Yes,5,4,0,1,0
6949,15738,ESP,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,3/28/20,6/30/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
6950,15741,JPN,Limited,INITIAL_PURCHASE,Web,37.77,USD,37.77,7/31/19,10/31/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,196,12,3,9,1
6951,15742,FRA,Limited,INITIAL_PURCHASE,Web,71.3,USD,71.3,11/22/19,11/22/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,1,0,1,0
6952,15743,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,9/2/19,3/8/20,No,No,Off,US/Canada,Other,Web,Yes,Yes,7,6,1,3,1
6953,15745,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/24/18,2/24/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,48,9,0,8,0
6954,15746,DEU,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/24/18,12/23/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,160,2,0,2,0
6955,15747,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/21/20,6/24/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,15,3,0,1,0
6956,15749,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,211.64,3/21/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0
6957,15750,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/20/18,4/20/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,146,44,40,4,1
6958,15752,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,211.44,3/23/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,197,67,5,47,2
6959,15757,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/27/18,5/27/19,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,182,14,0,13,0
6960,15758,ESC,Limited,INITIAL_PURCHASE,Web,94,EUR,98.7,1/19/20,7/19/20,Yes,No,Off,Europe,Consumer,App,No,Yes,1,1,0,1,0
6961,15762,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/2/20,6/2/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,18,13,10,3,1
6962,15763,ALL,Lifetime,INITIAL_PURCHASE,Web,299,EUR,313.95,3/30/20,1/1/99,No,No,Off,Europe,Consumer,Web,Yes,Yes,44,44,34,2,1
6963,15766,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/4/19,5/4/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0
6964,15767,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/7/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,74,5,0,3,0
6965,15769,NED,Limited,INITIAL_PURCHASE,App,2200,THB,63.8,1/8/20,9/10/20,No,Yes,On,Other,Consumer,Web,Yes,Yes,99,1,0,1,0
6966,15775,ALL,Lifetime,INITIAL_PURCHASE,Web,201,USD,201,2/21/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,132,112,2,83,1
6967,15776,ALL,Limited,INITIAL_PURCHASE,Web,102.59,USD,102.59,3/24/20,3/24/21,No,No,On,US/Canada,Consumer,Web,Yes,Yes,196,42,9,27,5
6968,15782,ITA,Limited,INITIAL_PURCHASE,Web,39.16,USD,39.16,3/19/20,6/22/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,17,17,0,5,0
6969,15785,DEU,Lifetime,INITIAL_PURCHASE,Web,79,USD,79,12/14/19,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
6970,15790,EBR,Limited,RENEWAL,Web,40.83,GBP,51.4458,2/3/19,6/7/20,No,No,On,Other,Other,Unknown,No,No,2,1,0,1,0
6971,15791,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/4/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0
6972,15794,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/2/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,199,78,47,17,2
6973,15797,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/12/20,6/12/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,18,4,0,1,0
6974,15799,ESP,Limited,RENEWAL,App,33.99,USD,33.99,7/5/19,7/5/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0
6975,15800,ALL,Limited,INITIAL_PURCHASE,Web,156.52,USD,156.52,3/20/20,3/20/22,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,158,20,3,8,2
6976,15803,FRA,Limited,RENEWAL,Web,79,USD,79,5/12/19,5/12/20,No,No,On,US/Canada,Consumer,Web,No,Yes,11,11,0,1,0
6977,15804,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,3/12/19,6/27/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
6978,15805,FRA,Limited,INITIAL_PURCHASE,Web,35.6,EUR,37.38,3/20/20,9/23/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,3,0,0,0,0
6979,15807,ESP,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,3/16/20,6/20/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,47,0,0,0,0
6980,15808,ESP,Limited,RENEWAL,Web,119,USD,119,3/13/19,9/13/20,No,No,On,Other,Other,Unknown,No,No,3,0,0,0,0
6981,1318,ALL,Limited,INITIAL_PURCHASE,App,109.99,USD,109.99,3/6/20,3/6/21,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,1,0,1,0
6982,15813,FRA,Limited,RENEWAL,Web,10.83,GBP,13.6458,2/18/19,2/19/20,Yes,No,Off,Europe,Consumer,Web,No,Yes,8,6,0,3,0
6983,15817,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/23/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,30,3,3,1,1
6984,15818,FRA,Limited,INITIAL_PURCHASE,Web,39.6,USD,39.6,2/7/20,5/11/20,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,23,18,5,6,2
6985,15819,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,212.93,1/24/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,36,29,6,11,1
6986,15820,ALL,Lifetime,INITIAL_PURCHASE,Web,216.16,USD,216.16,3/20/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,11,9,0,2,0
6987,15821,ESP,Limited,RENEWAL,Web,35.97,USD,35.97,6/27/19,6/27/20,No,No,On,Other,Other,Unknown,No,No,15,14,0,2,0
6988,15824,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,6/23/19,6/25/20,No,No,Off,Other,Other,Unknown,No,No,24,1,0,1,0
6989,15826,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,210.94,3/10/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,172,52,0,39,0
6990,15827,EBR,Limited,INITIAL_PURCHASE,Web,38.33,EUR,40.2465,10/25/18,7/1/19,Yes,No,On,Europe,Consumer,App,Yes,Yes,24,0,0,0,0
6991,15828,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,2/11/20,5/21/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,13,1,0,1,0
6992,15829,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,38.06,2/26/20,5/26/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,148,47,27,20,8
6993,15830,ESP,Limited,RENEWAL,Web,169,USD,169,1/15/19,1/15/21,No,No,On,US/Canada,Other,Web,Yes,Yes,1,1,0,1,0
6994,15834,ITA,Limited,INITIAL_PURCHASE,Web,0,USD,0,12/21/18,12/21/19,No,No,Off,US/Canada,Consumer,Web,No,Yes,118,5,3,3,1
6995,15836,ARA,Limited,RENEWAL,Web,79,USD,79,6/20/19,12/23/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,146,7,0,5,0
6996,15841,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/14/19,1/14/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
6997,15846,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/17/19,8/17/19,No,No,Off,Other,Other,Unknown,No,No,2,1,0,1,0
6998,15848,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,4/25/19,7/24/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,86,1,0,1,0
6999,15851,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,3/29/20,9/29/20,No,No,On,US/Canada,Other,Web,Yes,Yes,10,9,9,1,1
7000,15852,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,39,7/23/19,10/26/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,122,0,0,0,0
7001,15853,ITA,Limited,INITIAL_PURCHASE,Web,71.22,USD,71.22,9/11/19,3/11/20,No,No,Off,Other,Other,Unknown,No,No,21,10,2,5,1
7002,15858,HIN,Limited,RENEWAL,Web,79,USD,79,6/19/19,12/19/19,No,No,Off,US/Canada,Consumer,Web,No,Yes,2,1,0,1,0
7003,15859,JPN,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/25/19,2/25/20,No,No,Off,Other,Other,Unknown,No,No,13,3,0,2,0
7004,15860,ESP,Limited,INITIAL_PURCHASE,Web,37.66,USD,37.66,3/28/20,7/7/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
7005,15863,GRK,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/18/20,6/18/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0
7006,15864,ESP,Limited,RENEWAL,Web,119,USD,119,11/8/18,5/8/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,1,0,1,0
7007,15866,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,3/9/19,6/9/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,156,0,0,0,0
7008,15870,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/31/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
7009,15871,ESP,Limited,INITIAL_PURCHASE,App,44.99,USD,44.99,3/22/20,6/22/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
7010,15872,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,3/17/19,3/17/21,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0
7011,15874,ALL,Lifetime,INITIAL_PURCHASE,Web,208.95,USD,208.95,3/20/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,65,48,32,11,1
7012,15876,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,212.13,3/7/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,140,5,1,2,1
7013,15877,ALL,Lifetime,INITIAL_PURCHASE,Web,201.76,USD,201.76,3/1/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,30,6,2,4,1
7014,15879,ESP,Limited,RENEWAL,Web,79,USD,79,5/4/19,11/4/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,70,0,0,0,0
7015,15880,JPN,Limited,INITIAL_PURCHASE,Web,39,USD,39,1/4/20,4/4/20,No,No,Off,Other,Other,Unknown,No,No,18,6,0,1,0
7016,15881,EBR,Limited,INITIAL_PURCHASE,Web,49,EUR,51.45,3/23/20,6/23/20,No,No,Off,Other,Other,Unknown,No,No,5,2,0,1,0
7017,15882,POR,Limited,INITIAL_PURCHASE,App,59.99,USD,59.99,11/18/19,5/18/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
7018,15883,ITA,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/31/19,1/31/20,No,No,Off,Other,Other,Unknown,No,No,13,1,0,1,0
7019,15884,ESP,Limited,INITIAL_PURCHASE,Web,38.88,USD,38.88,3/6/20,6/6/20,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,50,11,8,3,1
7020,15889,ALL,Lifetime,INITIAL_PURCHASE,Web,209.75,USD,209.75,3/15/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,No,Yes,7,4,0,2,0
7021,15893,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/1/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,260,251,29,125,8
7022,15894,ALL,Lifetime,INITIAL_PURCHASE,Web,199,EUR,208.95,3/19/20,1/1/99,Yes,No,Off,Europe,Consumer,App,No,Yes,1,0,0,0,0
7023,15897,ESC,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/21/20,6/21/20,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0
7024,15903,ESP,Limited,INITIAL_PURCHASE,Web,39,USD,39,1/25/20,4/25/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,76,43,18,23,8
7025,15905,ALL,Limited,INITIAL_PURCHASE,Web,107.29,USD,107.29,3/25/20,3/25/21,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,10,6,0,5,0
7026,15907,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/27/18,5/27/19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
7027,15908,TUR,Limited,INITIAL_PURCHASE,Web,39,USD,39,11/21/19,4/27/20,No,Yes,On,Europe,Consumer,Web,No,Yes,71,30,10,14,3
7028,15910,ITA,Limited,RENEWAL,Web,79,USD,79,6/28/19,1/1/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,44,0,0,0,0
7029,15914,ENG,Limited,RENEWAL,Web,35.97,USD,35.97,12/7/18,6/7/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0
7030,15915,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,2/1/19,8/1/19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,38,0,0,0,0
7031,15917,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,65.94,10/31/19,10/31/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0
7032,15923,ALL,Lifetime,INITIAL_PURCHASE,Web,198.45,USD,198.45,2/27/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,291,282,123,131,3
7033,15924,TGL,Limited,INITIAL_PURCHASE,Web,0,USD,0,4/30/19,4/30/21,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0
7034,15927,ESP,Limited,INITIAL_PURCHASE,Web,69,USD,69,3/24/20,3/27/21,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,165,27,0,17,0
7035,15928,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/16/19,1/16/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,78,0,0,0,0
7036,15930,DEU,Limited,RENEWAL,Web,79,USD,79,10/12/18,4/13/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,11,6,2,1
7037,15932,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,179.1,3/7/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,223,104,26,22,3
7038,15933,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,212.93,3/16/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,184,44,14,24,3
7039,15934,ALL,Lifetime,INITIAL_PURCHASE,Web,200.81,USD,200.81,2/26/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,74,67,57,4,3
7040,15935,HIN,Limited,RENEWAL,App,54.99,USD,54.99,1/4/20,7/7/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,8,4,0,3,0
7041,15936,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,3/17/19,6/17/19,No,No,On,Other,Other,Unknown,No,No,39,0,0,0,0
7042,15939,FRA,Limited,RENEWAL,Web,79,USD,79,3/20/19,3/20/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,19,6,0,3,0
7043,15940,ALL,Limited,RENEWAL,Web,179,USD,179,3/29/19,4/3/21,No,No,On,Other,Other,Unknown,No,No,6,2,1,2,1
7044,15941,ENG,Limited,RENEWAL,Web,16.81,EUR,17.6505,10/2/18,5/2/20,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0
7045,15942,JPN,Limited,RENEWAL,Web,79,USD,79,11/17/18,2/17/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,79,35,0,32,0
7046,15943,SVE,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/26/18,11/26/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,21,20,0,1,0
7047,15946,FRA,Limited,INITIAL_PURCHASE,Web,0,USD,0,5/17/19,8/20/19,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,13,0,0,0,0
7048,15949,HIN,Limited,INITIAL_PURCHASE,Web,39,GBP,49.14,12/30/19,4/2/20,No,Yes,Off,Europe,Consumer,Web,No,Yes,2,2,0,1,0
7049,15952,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/29/20,1/1/99,No,Yes,Off,Other,Consumer,Web,No,Yes,2,1,0,1,0
7050,15953,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/25/18,10/25/19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
7051,15954,TGL,Limited,INITIAL_PURCHASE,App,79.99,USD,79.99,1/6/20,1/6/21,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
7052,15960,TGL,Lifetime,INITIAL_PURCHASE,Web,179,USD,179,12/2/19,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0
7053,15961,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/1/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0
7054,15963,ESC,Limited,RENEWAL,Web,15.97,EUR,16.7685,10/30/19,5/3/20,No,Yes,On,Europe,Consumer,Web,No,Yes,16,15,0,2,0
7055,15964,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,212.93,3/8/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,171,35,6,17,3
7056,15966,ESP,Limited,INITIAL_PURCHASE,Web,0,USD,0,10/7/18,10/7/19,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0
7057,15969,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,USD,236.81,2/27/20,1/1/99,No,No,Off,Europe,Consumer,Web,No,Yes,5,4,4,1,1
7058,15970,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/30/20,1/1/99,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,107,19,5,12,1
7059,15971,SVE,Limited,INITIAL_PURCHASE,Web,0,USD,0,4/7/19,4/7/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,15,10,8,2,1
7060,15972,LAT,Limited,INITIAL_PURCHASE,Web,107.88,USD,107.88,6/13/19,6/13/20,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,33,33,0,7,0
7061,15973,EBR,Limited,INITIAL_PURCHASE,App,48.99,EUR,51.4395,3/25/20,6/25/20,Yes,No,On,Europe,Consumer,App,Yes,Yes,11,8,4,3,1
7062,15974,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,2/20/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0
7063,15975,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,210.94,2/24/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,30,4,0,2,0
7064,15977,ALL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,3/13/20,1/1/99,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,176,112,85,33,13
7065,15978,ENG,Limited,INITIAL_PURCHASE,Web,0,USD,0,1/12/19,4/12/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,147,0,0,0,0
7066,15981,RUS,Limited,INITIAL_PURCHASE,Web,0,USD,0,11/27/18,11/27/19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,196,22,2,17,2
7067,15982,ALL,Lifetime,INITIAL_PURCHASE,Web,110,EUR,115.5,3/31/20,1/1/99,No,Yes,Off,Europe,Consumer,Web,No,Yes,35,34,33,3,2
7068,15983,ESP,Limited,RENEWAL,Web,79,USD,79,7/8/19,12/3/19,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,14,0,0,0,0
7069,15985,DEU,Limited,RENEWAL,App,54.99,USD,54.99,11/4/18,5/7/20,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0
7070,15986,FRA,Limited,INITIAL_PURCHASE,Web,49,GBP,61.74,3/31/20,6/30/20,No,No,On,Europe,Consumer,Web,Yes,Yes,61,6,2,5,1
7071,15991,ALL,Lifetime,INITIAL_PURCHASE,Web,221.13,USD,221.13,2/27/20,1/1/99,Yes,No,Off,Europe,Consumer,App,No,Yes,164,76,1,35,1
7072,15996,ITA,Limited,RENEWAL,Web,119,USD,119,2/20/19,8/20/20,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,8,0,3,0
7073,15997,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,104.39,3/16/20,3/16/21,No,No,On,US/Canada,Consumer,Web,Yes,Yes,9,3,3,1,1
7074,16001,ITA,Limited,RENEWAL,Web,35.97,USD,35.97,3/10/19,6/10/20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,19,18,0,3,0
7075,16005,TGL,Lifetime,INITIAL_PURCHASE,Web,199,USD,199,2/20/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,18,7,0,2,0
7076,16008,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,35.97,3/16/20,6/19/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,8,3,0,1,0
7077,16012,ESP,Limited,RENEWAL,Web,79,USD,79,7/16/19,4/19/20,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,11,10,0,3,0
7078,16013,ITA,Limited,RENEWAL,Web,35.97,USD,35.97,6/25/19,6/25/20,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,8,6,0,2,0
7079,16014,SVE,Lifetime,INITIAL_PURCHASE,Web,248.75,USD,248.75,2/10/20,1/1/99,No,Yes,Off,Europe,Consumer,Web,No,Yes,1,0,0,0,0
7080,16015,ALL,Lifetime,INITIAL_PURCHASE,Web,189,USD,189,3/1/20,1/1/99,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,139,39,3,34,2
7081,16016,ALL,Lifetime,INITIAL_PURCHASE,Web,197.91,USD,197.91,3/4/20,1/1/99,No,No,Off,Other,Other,Unknown,No,No,7,5,0,3,0
7082,16018,ITA,Limited,INITIAL_PURCHASE,Web,70.56,USD,70.56,6/26/19,12/26/19,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0
